[2026-01-16T01:53:19.152Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: undefined
[2026-01-16T22:30:11.015Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T22:30:11.238Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:11.339Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T22:30:11.342Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T22:30:11.344Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T22:30:11.345Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T22:30:11.393Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T22:30:11.452Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T22:30:11.472Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-16T22:30:11.484Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:11.507Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-16T22:30:15.679Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:15.712Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:18.452Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:18.468Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:20.192Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:20.211Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:30:25.332Z] LOGIN: reception@husri.com | role: RECEPTIONIST
[2026-01-16T22:30:25.358Z] ACCESS: reception@husri.com | URL: /select-clinic | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.397Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.492Z] ACCESS: reception@husri.com | URL: / | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.496Z] ACCESS: reception@husri.com | URL: /notifications | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.773Z] ACCESS: reception@husri.com | URL: /patients | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.774Z] ACCESS: reception@husri.com | URL: /appointments | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.785Z] ACCESS: reception@husri.com | URL: /invoices | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.810Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:30:25.825Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:30:26.032Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:30:26.034Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:30:26.254Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:30:26.271Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:30:27.965Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:30:27.989Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:30:31.154Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:30:31.172Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:30:31.506Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:30:31.510Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:30:31.530Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:30:31.654Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:32:49.506Z] LOGIN: patient@ev.com | role: PATIENT
[2026-01-16T22:32:50.126Z] ACCESS: patient@ev.com | URL: /clinics/my | TokenRole: PATIENT
[2026-01-16T22:32:50.207Z] ACCESS: patient@ev.com | URL: /clinics/my | TokenRole: PATIENT
[2026-01-16T22:32:50.490Z] ACCESS: patient@ev.com | URL: /appointments | TokenRole: PATIENT
[2026-01-16T22:32:50.496Z] ACCESS: patient@ev.com | URL: /records | TokenRole: PATIENT
[2026-01-16T22:32:50.540Z] ACCESS: patient@ev.com | URL: /invoices | TokenRole: PATIENT
[2026-01-16T22:32:50.611Z] ACCESS: patient@ev.com | URL: /appointments | TokenRole: PATIENT
[2026-01-16T22:32:50.612Z] ACCESS: patient@ev.com | URL: /records | TokenRole: PATIENT
[2026-01-16T22:32:50.692Z] ACCESS: patient@ev.com | URL: /invoices | TokenRole: PATIENT
[2026-01-16T22:33:31.746Z] ACCESS: patient@ev.com | URL: /clinics/my | TokenRole: PATIENT
[2026-01-16T22:33:31.754Z] ACCESS: patient@ev.com | URL: /appointments | TokenRole: PATIENT
[2026-01-16T22:33:31.793Z] ACCESS: patient@ev.com | URL: /clinics/my | TokenRole: PATIENT
[2026-01-16T22:33:31.849Z] ACCESS: patient@ev.com | URL: /appointments | TokenRole: PATIENT
[2026-01-16T22:33:31.867Z] ACCESS: patient@ev.com | URL: /records | TokenRole: PATIENT
[2026-01-16T22:33:31.869Z] ACCESS: patient@ev.com | URL: /invoices | TokenRole: PATIENT
[2026-01-16T22:33:31.908Z] ACCESS: patient@ev.com | URL: /records | TokenRole: PATIENT
[2026-01-16T22:33:31.953Z] ACCESS: patient@ev.com | URL: /invoices | TokenRole: PATIENT
[2026-01-16T22:36:33.927Z] ACCESS: patient@ev.com | URL: /clinics/my | TokenRole: PATIENT
[2026-01-16T22:36:33.961Z] ACCESS: patient@ev.com | URL: /clinics/my | TokenRole: PATIENT
[2026-01-16T22:36:43.006Z] LOGIN: reception@husri.com | role: RECEPTIONIST
[2026-01-16T22:36:43.051Z] ACCESS: reception@husri.com | URL: /select-clinic | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.082Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.197Z] ACCESS: reception@husri.com | URL: / | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.206Z] ACCESS: reception@husri.com | URL: /notifications | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.245Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.266Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.341Z] ACCESS: reception@husri.com | URL: /patients | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.354Z] ACCESS: reception@husri.com | URL: /invoices | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.363Z] ACCESS: reception@husri.com | URL: /appointments | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.375Z] ACCESS: reception@husri.com | URL: /staff | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.487Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.514Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.613Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:36:43.615Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:37:04.612Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:37:04.635Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:38:40.592Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:38:40.620Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:38:40.980Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:38:41.013Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:38:41.054Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:38:41.116Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:39:00.918Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:39:00.941Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:42:19.513Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:42:19.537Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:42:19.850Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:42:19.852Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:42:19.954Z] ACCESS: reception@husri.com | URL: /stats | TokenRole: RECEPTIONIST
[2026-01-16T22:42:19.958Z] ACCESS: reception@husri.com | URL: /activities | TokenRole: RECEPTIONIST
[2026-01-16T22:42:28.583Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:42:28.599Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:43:37.507Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:43:37.533Z] ACCESS: reception@husri.com | URL: /clinics/my | TokenRole: RECEPTIONIST
[2026-01-16T22:43:42.105Z] LOGIN: doctor@husri.com | role: DOCTOR
[2026-01-16T22:43:42.136Z] ACCESS: doctor@husri.com | URL: /select-clinic | TokenRole: DOCTOR
[2026-01-16T22:43:42.222Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:43:42.341Z] ACCESS: doctor@husri.com | URL: / | TokenRole: DOCTOR
[2026-01-16T22:43:42.373Z] ACCESS: doctor@husri.com | URL: /notifications | TokenRole: DOCTOR
[2026-01-16T22:43:42.591Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:43:42.613Z] ACCESS: doctor@husri.com | URL: /queue | TokenRole: DOCTOR
[2026-01-16T22:43:42.632Z] ACCESS: doctor@husri.com | URL: /activities | TokenRole: DOCTOR
[2026-01-16T22:43:42.634Z] ACCESS: doctor@husri.com | URL: /templates | TokenRole: DOCTOR
[2026-01-16T22:43:42.641Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T22:43:42.643Z] ACCESS: doctor@husri.com | URL: /stats | TokenRole: DOCTOR
[2026-01-16T22:43:42.709Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:43:42.711Z] ACCESS: doctor@husri.com | URL: /queue | TokenRole: DOCTOR
[2026-01-16T22:43:42.857Z] ACCESS: doctor@husri.com | URL: /stats | TokenRole: DOCTOR
[2026-01-16T22:43:42.884Z] ACCESS: doctor@husri.com | URL: /activities | TokenRole: DOCTOR
[2026-01-16T22:43:44.449Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:43:44.502Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:03.516Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:03.564Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:03.872Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T22:47:03.957Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T22:47:08.228Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:08.247Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:11.105Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:11.120Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:11.412Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T22:47:11.476Z] ACCESS: doctor@husri.com | URL: /patients | TokenRole: DOCTOR
[2026-01-16T22:47:12.326Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:12.340Z] ACCESS: doctor@husri.com | URL: /clinics/my | TokenRole: DOCTOR
[2026-01-16T22:47:12.437Z] ACCESS: doctor@husri.com | URL: /stats | TokenRole: DOCTOR
[2026-01-16T22:47:12.447Z] ACCESS: doctor@husri.com | URL: /activities | TokenRole: DOCTOR
[2026-01-16T22:47:12.463Z] ACCESS: doctor@husri.com | URL: /queue | TokenRole: DOCTOR
[2026-01-16T22:47:12.492Z] ACCESS: doctor@husri.com | URL: /activities | TokenRole: DOCTOR
[2026-01-16T22:47:12.493Z] ACCESS: doctor@husri.com | URL: /stats | TokenRole: DOCTOR
[2026-01-16T22:47:12.546Z] ACCESS: doctor@husri.com | URL: /queue | TokenRole: DOCTOR
[2026-01-16T22:47:21.118Z] LOGIN: admin@husri.com | role: ADMIN
[2026-01-16T22:47:21.172Z] ACCESS: admin@husri.com | URL: /select-clinic | TokenRole: ADMIN
[2026-01-16T22:47:21.242Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:47:21.346Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T22:47:21.361Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T22:47:21.478Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:47:21.501Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T22:47:21.502Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T22:47:21.539Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T22:47:21.579Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T22:47:21.582Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T22:47:21.585Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T22:47:21.646Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-16T22:47:21.675Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:47:21.791Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-16T22:47:35.462Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:47:35.504Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:50:29.071Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:50:29.105Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:50:29.196Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T22:50:29.238Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T22:50:29.340Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T22:50:29.399Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T22:50:29.401Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T22:50:29.424Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T22:50:29.431Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T22:50:29.433Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T22:53:15.787Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:53:15.812Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T22:53:20.119Z] LOGIN: superadmin@ev.com | role: SUPER_ADMIN
[2026-01-16T22:53:20.211Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:20.218Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:20.349Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:20.373Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:20.503Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:20.513Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:20.614Z] ACCESS: superadmin@ev.com | URL: /alerts | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:20.666Z] ACCESS: superadmin@ev.com | URL: /dashboard/stats | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:22.927Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:53:22.965Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:04.444Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:04.497Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:04.514Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:04.549Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:06.694Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:06.712Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:06.763Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-16T22:57:06.783Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-16T22:58:02.352Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:58:02.403Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-16T22:58:02.418Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-16T22:58:02.437Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:59:35.900Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: SUPER_ADMIN
[2026-01-16T22:59:35.902Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T22:59:36.022Z] ACCESS: superadmin@ev.com | URL: /staff | TokenRole: SUPER_ADMIN
[2026-01-16T22:59:36.221Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T23:00:17.060Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T23:00:17.101Z] ACCESS: superadmin@ev.com | URL: /clinics/my | TokenRole: SUPER_ADMIN
[2026-01-16T23:00:22.277Z] LOGIN: admin@husri.com | role: ADMIN
[2026-01-16T23:00:22.318Z] ACCESS: admin@husri.com | URL: /select-clinic | TokenRole: ADMIN
[2026-01-16T23:00:22.375Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:00:22.519Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T23:00:22.546Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T23:00:22.574Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:00:22.683Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-16T23:00:22.766Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T23:00:22.894Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T23:00:22.916Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:00:22.918Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T23:00:22.919Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T23:00:22.929Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T23:00:23.063Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T23:00:23.095Z] ACCESS: admin@husri.com | URL: /stats | TokenRole: ADMIN
[2026-01-16T23:02:02.979Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:02:03.005Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:17:08.632Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:17:08.645Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:17:08.656Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:17:08.666Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:17:09.380Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:17:09.391Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:17:09.418Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T23:17:09.426Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T23:17:09.480Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T23:17:09.552Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T23:17:09.553Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T23:17:09.567Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T23:17:09.569Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T23:22:49.945Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T23:23:18.286Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:23:18.451Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:23:18.485Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T23:23:18.489Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T23:23:18.597Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T23:23:18.599Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T23:23:18.601Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T23:23:18.603Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T23:23:18.605Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T23:23:18.611Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T23:23:23.614Z] ACCESS: admin@husri.com | URL: /templates/2 | TokenRole: ADMIN
[2026-01-16T23:23:26.283Z] ACCESS: admin@husri.com | URL: /templates/1 | TokenRole: ADMIN
[2026-01-16T23:23:47.838Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T23:23:52.570Z] ACCESS: admin@husri.com | URL: /templates/5 | TokenRole: ADMIN
[2026-01-16T23:26:12.150Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T23:26:17.578Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:26:17.627Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:26:17.701Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T23:26:17.740Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T23:26:17.842Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T23:26:17.856Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T23:26:17.862Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T23:26:17.872Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
[2026-01-16T23:26:17.877Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T23:26:17.878Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T23:27:38.348Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:38.375Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:50.462Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:50.617Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:50.728Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:51.115Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:53.384Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:53.402Z] ACCESS: admin@husri.com | URL: / | TokenRole: ADMIN
[2026-01-16T23:27:53.458Z] ACCESS: admin@husri.com | URL: /notifications | TokenRole: ADMIN
[2026-01-16T23:27:53.582Z] ACCESS: admin@husri.com | URL: /clinics/my | TokenRole: ADMIN
[2026-01-16T23:27:53.693Z] ACCESS: admin@husri.com | URL: /appointments | TokenRole: ADMIN
[2026-01-16T23:27:53.694Z] ACCESS: admin@husri.com | URL: /patients | TokenRole: ADMIN
[2026-01-16T23:27:53.695Z] ACCESS: admin@husri.com | URL: /templates | TokenRole: ADMIN
[2026-01-16T23:27:53.706Z] ACCESS: admin@husri.com | URL: /staff | TokenRole: ADMIN
[2026-01-16T23:27:53.844Z] ACCESS: admin@husri.com | URL: /invoices | TokenRole: ADMIN
[2026-01-16T23:27:53.991Z] ACCESS: admin@husri.com | URL: /booking-config | TokenRole: ADMIN
